HS_CODE,Name,Eng_Name,,
0303640000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),,
0303650000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),,
0303660000,민대구[메루키우스(Merluccius)종ㆍ유르피키스(Urophycis)종],"Hake (Merluccius spp., Urophycis spp.)",,
0303670000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollack (Theragra chalcogramma),,
0303680000,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)],"Blue whitings (Micromesistius poutassou, Micromesistius australis)",,
0303691000,새꼬리민태,Whip tail or hoki,,
0303699000,기타,Other,,
0303810000,곱상어와 그 밖의 상어,Dogfish and other sharks,,
0303821000,가오리,Rays ,,
0303822000,홍어,Skates,,
0303830000,이빨고기[디소스티쿠스(Dissostichus)종],Toothfish (Dissostichus spp.),,
0303840000,농어[디센트라르쿠스(Dicentrarchus)종],Sea bass (Dicentrarchus spp.),,
0303891000,은대구,Sable fish,,
0303892000,갈치,Hair tail,,
03038930,돔,Sea-bream,,
0303893010,옥돔[브랜치오스테거스 자포니커스(Branchiostegus Japonicus)],Red horsehead fish (Branchiostegus Japonicus),,
0303893090,기타,Other,,
0303894000,붕장어,Conger eel,,
0303895000,조기,Yellow corvina,,
0303896000,학꽁치(Hyporhampus sajori),Horn fish (Hyporhampus sajori),,
0303898000,복어,Puffers,,
03038990,기타,Other,,
0303899010,보리멸,White sea smelt,,
0303899020,홍살치,Thorny head,,
0303899030,달고기,John dory,,
0303899040,임연수어,Atka mackerel,,
0303899050,볼낙(적어를 포함한다),Rock fish (including pacific ocean perch),,
0303899060,아귀,Angler (monkfish),,
0303899070,먹장어(대서양 또는 태평양),"Hagfish (Pacific, Atlantic)",,
0303899080,밀크피쉬,Milk fish ,,
030389909,기타 ,Other ,,
0303899091,민어,Croakers,,
0303899092,까나리,Sand lance,,
0303899093,이빨고기[디소스티쿠스(Dissostichus)종은 제외한다],"Toothfish, other than Dissostichus spp.",,
0303899099,기타,Other,,
0303911000,간,Livers,,
03039120,어란(魚卵)ㆍ어백(魚白),"Roes, milt",,
0303912010,명란,Of alaska pollack,,
0303912090,기타,Other,,
0303920000,상어 지느러미,Shark fins,,
0303990000,기타,Other,,
0304310000,틸라피아[오레오크로미스(Oreochromis)종],Tilapias (Oreochromis spp.),,
0304320000,메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,
0304330000,나일 퍼치[라테스 니로티쿠스(Lates niloticus)],Nile Perch (Lates niloticus),,
0304390000,기타,Other,,
0304410000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,
0304420000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,
0304431000,가자미,Plaice,,
0304439000,기타,Other,,
0304440000,브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,
0304450000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),,
0304460000,이빨고기[디소스티쿠스(Dissostichus)종],Toothfish (Dissostichus spp.),,
0304470000,곱상어와 그 밖의 상어,Dogfish and other sharks,,
0304481000,가오리,Rays,,
0304482000,홍어,Skates,,
0304491000,붕장어,Conger eel,,
0304492000,참다랑어,Bluefin tunas,,
0304499000,기타,Other,,
0304511000,연육,Fish surimi,,
0304519000,기타,Other,,
0304521000,연육,Fish surimi,,
0304529000,기타,Other,,
0304531000,연육,Fish surimi,,
0304539000,기타,Other,,
0304541000,연육,Fish surimi,,
0304549000,기타,Other,,
0304551000,연육,Fish surimi,,
0304559000,기타,Other,,
0304561000,연육,Fish surimi,,
0304569000,기타,Other,,
03045710,가오리,Rays,,
0304571010,연육,Fish surimi,,
0304571090,기타,Other,,
03045720,홍어,Skates,,
0304572010,연육,Fish surimi,,
0304572090,기타,Other,,
03045910,붕장어,Conger eel,,
0304591010,연육,Fish surimi,,
0304591090,기타,Other,,
03045920,가자미,Plaice,,
0304592010,연육,Fish surimi,,
0304592090,기타,Other,,
03045930,참다랑어,Bluefin tunas,,
0304593010,연육,Fish surimi,,
0304593090,기타,Other,,
03045990,기타,Other,,
0304599010,연육,Fish surimi,,
0304599090,기타,Other,,
0304610000,틸라피아[오레오크로미스(Oreochromis)종],Tilapias (Oreochromis spp.),,
0304620000,메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,
0304630000,나일 퍼치[라테스 니로티쿠스(Lates niloticus)],Nile Perch (Lates niloticus),,
0304690000,기타,Other,,
0304710000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,
0304720000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),,
0304730000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),,
0304740000,민대구[메루키우스(Merluccius)종ㆍ유르피키스(Urophycis)종],"Hake (Merluccius spp., Urophycis spp.)",,
0304750000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollack (Theragra chalcogramma),,
0304790000,기타,Other,,
0304810000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,
0304820000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,
0304831000,가자미,Plaice,,
0304839000,기타,Other,,
0304840000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),,
0304850000,이빨고기[디소스티쿠스(Dissostichus)종],Toothfish (Dissostichus spp.),,
0304860000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",,
0304871000,참다랑어,Bluefin tunas,,
0304879000,기타,Other,,
0304881000,"곱상어, 그 밖의 상어","Dogfish, other sharks",,
0304882000,가오리,Rays,,
0304883000,홍어,Skates,,
0304891000,붕장어의 것,Of conger-eel,,
0304892000,이빨고기[디소스티쿠스(Dissostichus)종은 제외한다]의 것,"Of toothfish, other than Dissostichus spp.",,
0304893000,틸라피아[오레오크로미스(Oreochromis)종은 제외한다]의 것,"Of tilapia, other than Oreochromis spp.",,
0304894000,쥐치의 것,Of file fish,,
0304899000,기타,Other,,
0304911000,냉동 연육,Frozen fish surimi,,
0304919000,기타,Other,,
0304921000,냉동 연육,Frozen fish surimi,,
0304929000,기타,Other,,
0304931000,냉동 연육,Frozen fish surimi,,
0304939000,기타,Other,,
0304941000,냉동 연육,Frozen fish surimi,,
0304949000,기타,Other,,
0304951000,냉동 연육,Frozen fish surimi,,
0304959000,기타,Other,,
0304961000,냉동 연육,Frozen fish surimi,,
0304969000,기타,Other,,
03049710,가오리,Rays,,
0304971010,냉동 연육,Frozen fish surimi,,
0304971090,기타,Other,,
03049720,홍어,Skates,,
0304972010,냉동 연육,Frozen fish surimi,,
0304972090,기타,Other,,
0304991000,냉동 연육,Frozen fish surimi,,
0304999000,기타,Other,,
0305100000,어류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다),"Flours, meals and pellets of fish, fit for human consumption",,
0305201000,간,Livers,,
0305202000,건조한 어란(魚卵)과 어백(魚白),"Roes and milt, dried",,
0305203000,훈제한 어란(魚卵)과 어백(魚白),"Roes and milt, smoked",,
03052040,염장이나 염수장한 어란(魚卵)과 어백(魚白),"Roes and milt, salted or in brine",,
0305204010,명태의 것,Of alaska pollack,,
0305204020,조기의 것,Of yellow corvina,,
0305204030,청어의 것,Of herrings,,
0305204090,기타,Other,,
0305311000,건조한 것,Dried,,
0305312000,염장이나 염수장한 것,Salted or in brine,,
0305321000,건조한 것,Dried,,
0305322000,염장이나 염수장한 것,Salted or in brine,,
0305391000,건조한 것,Dried,,
0305392000,염장이나 염수장한 것,Salted or in brine,,
0305410000,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,
0305420000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",,
0305430000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout(Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,
0305440000,"틸라피아[오레오크로미스(Oreochromis)종], 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종], 잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)종], 뱀장어[앙귈라(Anguilla)종], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)종]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,
0305491000,멸치,Anchovies,,
0305492000,명태,Alaska pollack,,
0305499000,기타,Other,,
0305510000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,
0305520000,"틸라피아[오레오크로미스(Oreochromis)종], 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종], 잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)종], 뱀장어[앙귈라(Anguilla)종], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)종]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,
0305530000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)] 이외의 브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,
0305541000,멸치[엔그라울리스(Engraulis)종],anchovies (Engraulis spp.),,
0305549000,기타,Other,,
0305593000,명태(북어),Alaska pollack,,
0305594000,조기(굴비),Yellow corvina,,
0305595000,복어,Puffers,,
0305596000,갯장어,Sharp toothed eel,,
0305597000,까나리,Sand lance,,
0305598000,베도라치(실치),"Blenny or gunnel, including juvenile white bait",,
0305599000,기타,Other,,
0305610000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",,
0305620000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,
0305631000,멸치젓,Salt fermented anchovy,,
0305639000,기타,Other,,
0305640000,"틸라피아[오레오크로미스(Oreochromis)종], 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종], 잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)종], 뱀장어[앙귈라(Anguilla)종], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)종]","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,
